session_id,services,services_str
1806_2025-06-22 15:00:00,"[4, 13, 10, 12, 17]","4,13,10,12,17"
1807_2023-04-27 15:00:00,"[19, 3, 6, 12, 1]","19,3,6,12,1"
1807_2023-05-18 15:00:00,"[18, 6, 15, 8, 5]","18,6,15,8,5"
1807_2023-06-19 15:00:00,"[14, 1, 11, 2, 18]","14,1,11,2,18"
1807_2023-07-29 15:00:00,"[19, 3, 6, 12, 1]","19,3,6,12,1"
1807_2024-04-27 15:00:00,"[15, 18, 17, 6, 16]","15,18,17,6,16"
1807_2024-11-16 15:00:00,"[20, 17, 6, 9, 18]","20,17,6,9,18"
1807_2025-05-22 15:00:00,"[4, 13, 10, 12, 17]","4,13,10,12,17"
1807_2025-08-25 15:00:00,"[14, 1, 11, 2, 18]","14,1,11,2,18"
1807_2025-11-11 15:00:00,"[20, 17, 6, 9, 7]","20,17,6,9,7"
1808_2023-08-04 15:00:00,"[7, 1, 18, 12, 2]","7,1,18,12,2"
1808_2023-10-06 15:00:00,"[2, 3, 5, 8, 7]","2,3,5,8,7"
1808_2024-07-21 15:00:00,"[19, 3, 6, 12, 1]","19,3,6,12,1"
1808_2025-02-13 15:00:00,"[18, 6, 15, 8, 5]","18,6,15,8,5"
1808_2025-06-03 15:00:00,"[5, 18, 2, 8, 1]","5,18,2,8,1"
1808_2025-10-12 15:00:00,"[17, 15, 1, 9, 20]","17,15,1,9,20"
1809_2023-03-31 15:00:00,"[5, 18, 2, 8, 1]","5,18,2,8,1"
1809_2024-01-09 15:00:00,"[13, 10, 1, 4, 18]","13,10,1,4,18"
1809_2024-06-12 15:00:00,"[16, 1, 10, 15, 12]","16,1,10,15,12"
1809_2024-12-01 15:00:00,"[7, 1, 18, 12, 2]","7,1,18,12,2"
1809_2024-12-02 15:00:00,"[11, 8, 12, 10, 14]","11,8,12,10,14"
1809_2025-06-17 15:00:00,"[1, 14, 7, 12, 13]","1,14,7,12,13"
1809_2025-09-02 15:00:00,"[12, 1, 11, 7, 9]","12,1,11,7,9"
1809_2025-09-21 15:00:00,"[10, 13, 4, 11, 16]","10,13,4,11,16"
180_2022-11-14 15:00:00,"[3, 2, 19, 13, 4]","3,2,19,13,4"
180_2023-01-24 15:00:00,"[6, 18, 19, 15, 17]","6,18,19,15,17"
180_2023-03-31 15:00:00,"[6, 18, 19, 15, 17]","6,18,19,15,17"
180_2023-06-13 15:00:00,"[10, 13, 4, 11, 16]","10,13,4,11,16"
180_2023-06-30 15:00:00,"[9, 17, 12, 13, 15]","9,17,12,13,15"
180_2024-02-21 15:00:00,"[6, 18, 19, 15, 17]","6,18,19,15,17"
180_2024-07-08 15:00:00,"[15, 18, 17, 6, 16]","15,18,17,6,16"
180_2024-08-23 15:00:00,"[11, 8, 12, 10, 14]","11,8,12,10,14"
180_2024-09-16 15:00:00,"[2, 3, 5, 8, 7]","2,3,5,8,7"
180_2024-09-24 15:00:00,"[7, 1, 18, 12, 2]","7,1,18,12,2"
180_2024-12-05 15:00:00,"[8, 11, 18, 5, 2]","8,11,18,5,2"
180_2024-12-21 15:00:00,"[7, 1, 18, 12, 2]","7,1,18,12,2"
180_2025-05-07 15:00:00,"[17, 15, 1, 9, 20]","17,15,1,9,20"
1810_2023-01-04 15:00:00,"[3, 2, 19, 13, 4]","3,2,19,13,4"
1810_2023-01-26 15:00:00,"[2, 3, 5, 8, 7]","2,3,5,8,7"
1810_2023-07-29 15:00:00,"[4, 13, 10, 12, 17]","4,13,10,12,17"
1810_2023-08-13 15:00:00,"[8, 11, 18, 5, 2]","8,11,18,5,2"
1810_2023-10-29 15:00:00,"[11, 8, 12, 10, 14]","11,8,12,10,14"
1810_2024-01-14 15:00:00,"[1, 14, 7, 12, 13]","1,14,7,12,13"
1810_2024-03-20 15:00:00,"[1, 14, 7, 12, 13]","1,14,7,12,13"
1810_2024-04-12 15:00:00,"[3, 2, 19, 13, 4]","3,2,19,13,4"
1810_2024-04-20 15:00:00,"[15, 18, 17, 6, 16]","15,18,17,6,16"
1810_2024-05-07 15:00:00,"[17, 15, 1, 9, 20]","17,15,1,9,20"
1810_2024-10-13 15:00:00,"[20, 17, 6, 9, 19]","20,17,6,9,19"
1810_2025-01-04 15:00:00,"[14, 1, 11, 2, 18]","14,1,11,2,18"
1810_2025-02-13 15:00:00,"[19, 3, 6, 12, 1]","19,3,6,12,1"
1810_2025-04-04 15:00:00,"[15, 18, 17, 6, 16]","15,18,17,6,16"
1810_2025-10-16 15:00:00,"[15, 18, 17, 6, 16]","15,18,17,6,16"
1811_2022-12-17 15:00:00,"[20, 17, 6, 9, 18]","20,17,6,9,18"
1811_2023-06-09 15:00:00,"[19, 3, 6, 12, 1]","19,3,6,12,1"
1811_2023-06-28 15:00:00,"[18, 6, 15, 8, 5]","18,6,15,8,5"
1811_2023-06-29 15:00:00,"[3, 2, 19, 13, 4]","3,2,19,13,4"
1811_2023-12-22 15:00:00,"[3, 2, 19, 13, 4]","3,2,19,13,4"
1811_2024-10-10 15:00:00,"[14, 1, 11, 2, 18]","14,1,11,2,18"
1811_2024-10-22 15:00:00,"[5, 18, 2, 8, 1]","5,18,2,8,1"
1811_2025-02-22 15:00:00,"[20, 17, 6, 9, 11]","20,17,6,9,11"
1812_2022-11-19 15:00:00,"[16, 1, 10, 15, 12]","16,1,10,15,12"
1812_2023-05-19 15:00:00,"[6, 18, 19, 15, 17]","6,18,19,15,17"
1812_2023-08-02 15:00:00,"[15, 18, 17, 6, 16]","15,18,17,6,16"
1812_2024-01-20 15:00:00,"[18, 6, 15, 8, 5]","18,6,15,8,5"
1812_2024-04-14 15:00:00,"[19, 3, 6, 12, 1]","19,3,6,12,1"
1812_2024-05-22 15:00:00,"[18, 6, 15, 8, 5]","18,6,15,8,5"
1812_2025-05-17 15:00:00,"[8, 11, 18, 5, 2]","8,11,18,5,2"
1812_2025-05-28 15:00:00,"[1, 14, 7, 12, 13]","1,14,7,12,13"
1812_2025-10-04 15:00:00,"[12, 1, 11, 7, 9]","12,1,11,7,9"
1812_2025-10-15 15:00:00,"[3, 2, 19, 13, 4]","3,2,19,13,4"
1812_2025-10-21 15:00:00,"[4, 13, 10, 12, 17]","4,13,10,12,17"
1813_2023-04-28 15:00:00,"[2, 3, 5, 8, 7]","2,3,5,8,7"
1813_2023-06-14 15:00:00,"[20, 17, 6, 9, 10]","20,17,6,9,10"
1813_2023-09-30 15:00:00,"[12, 1, 11, 7, 9]","12,1,11,7,9"
1813_2023-11-06 15:00:00,"[18, 6, 15, 8, 5]","18,6,15,8,5"
1813_2023-11-21 15:00:00,"[17, 15, 1, 9, 20]","17,15,1,9,20"
1813_2023-12-26 15:00:00,"[15, 18, 17, 6, 16]","15,18,17,6,16"
1813_2024-01-02 15:00:00,"[15, 18, 17, 6, 16]","15,18,17,6,16"
1813_2024-04-05 15:00:00,"[13, 10, 1, 4, 18]","13,10,1,4,18"
1813_2024-05-27 15:00:00,"[20, 17, 6, 9, 11]","20,17,6,9,11"
1813_2024-11-03 15:00:00,"[11, 8, 12, 10, 14]","11,8,12,10,14"
1813_2025-03-07 15:00:00,"[8, 11, 18, 5, 2]","8,11,18,5,2"
1814_2023-02-23 15:00:00,"[11, 8, 12, 10, 14]","11,8,12,10,14"
1814_2023-06-08 15:00:00,"[12, 1, 11, 7, 9]","12,1,11,7,9"
1814_2023-10-17 15:00:00,"[19, 3, 6, 12, 1]","19,3,6,12,1"
1814_2023-11-13 15:00:00,"[16, 1, 10, 15, 12]","16,1,10,15,12"
1814_2023-11-25 15:00:00,"[8, 11, 18, 5, 2]","8,11,18,5,2"
1814_2024-09-07 15:00:00,"[7, 1, 18, 12, 2]","7,1,18,12,2"
1814_2024-10-17 15:00:00,"[1, 14, 7, 12, 13]","1,14,7,12,13"
1814_2025-09-02 15:00:00,"[12, 1, 11, 7, 9]","12,1,11,7,9"
1814_2025-09-08 15:00:00,"[1, 14, 7, 12, 13]","1,14,7,12,13"
1815_2023-03-18 15:00:00,"[16, 1, 10, 15, 12]","16,1,10,15,12"
1815_2023-10-09 15:00:00,"[7, 1, 18, 12, 2]","7,1,18,12,2"
1815_2023-12-02 15:00:00,"[14, 1, 11, 2, 18]","14,1,11,2,18"
1815_2024-02-04 15:00:00,"[4, 13, 10, 12, 17]","4,13,10,12,17"
1815_2024-12-31 15:00:00,"[2, 3, 5, 8, 7]","2,3,5,8,7"
1815_2025-06-06 15:00:00,"[4, 13, 10, 12, 17]","4,13,10,12,17"
1815_2025-07-09 15:00:00,"[20, 17, 6, 9, 19]","20,17,6,9,19"
1815_2025-09-01 15:00:00,"[17, 15, 1, 9, 20]","17,15,1,9,20"
1816_2023-02-22 15:00:00,"[12, 1, 11, 7, 9]","12,1,11,7,9"
1816_2023-10-23 15:00:00,"[20, 17, 6, 9, 10]","20,17,6,9,10"
1816_2024-03-26 15:00:00,"[16, 1, 10, 15, 12]","16,1,10,15,12"
1816_2024-05-15 15:00:00,"[3, 2, 19, 13, 4]","3,2,19,13,4"
1816_2024-06-06 15:00:00,"[14, 1, 11, 2, 18]","14,1,11,2,18"
1816_2025-02-19 15:00:00,"[3, 2, 19, 13, 4]","3,2,19,13,4"
1816_2025-03-12 15:00:00,"[18, 6, 15, 8, 5]","18,6,15,8,5"
1816_2025-04-07 15:00:00,"[1, 14, 7, 12, 13]","1,14,7,12,13"
1816_2025-11-04 15:00:00,"[13, 10, 1, 4, 18]","13,10,1,4,18"
1817_2023-01-08 15:00:00,"[10, 13, 4, 11, 16]","10,13,4,11,16"
1817_2023-02-01 15:00:00,"[18, 6, 15, 8, 5]","18,6,15,8,5"
1817_2023-02-21 15:00:00,"[5, 18, 2, 8, 1]","5,18,2,8,1"
1817_2023-05-10 15:00:00,"[8, 11, 18, 5, 2]","8,11,18,5,2"
1817_2023-05-30 15:00:00,"[20, 17, 6, 9, 11]","20,17,6,9,11"
1817_2023-08-07 15:00:00,"[8, 11, 18, 5, 2]","8,11,18,5,2"
1817_2025-11-08 15:00:00,"[12, 1, 11, 7, 9]","12,1,11,7,9"
1818_2022-12-07 15:00:00,"[11, 8, 12, 10, 14]","11,8,12,10,14"
1818_2023-01-14 15:00:00,"[16, 1, 10, 15, 12]","16,1,10,15,12"
1818_2023-05-02 15:00:00,"[18, 6, 15, 8, 5]","18,6,15,8,5"
1818_2024-01-14 15:00:00,"[18, 6, 15, 8, 5]","18,6,15,8,5"
1818_2025-08-23 15:00:00,"[11, 8, 12, 10, 14]","11,8,12,10,14"
1818_2025-09-03 15:00:00,"[3, 2, 19, 13, 4]","3,2,19,13,4"
1819_2023-01-08 15:00:00,"[14, 1, 11, 2, 18]","14,1,11,2,18"
1819_2023-01-11 15:00:00,"[20, 17, 6, 9, 18]","20,17,6,9,18"
1819_2023-02-10 15:00:00,"[4, 13, 10, 12, 17]","4,13,10,12,17"
1819_2024-01-03 15:00:00,"[5, 18, 2, 8, 1]","5,18,2,8,1"
1819_2024-04-10 15:00:00,"[9, 17, 12, 13, 15]","9,17,12,13,15"
1819_2024-09-12 15:00:00,"[13, 10, 1, 4, 18]","13,10,1,4,18"
1819_2025-02-28 15:00:00,"[3, 2, 19, 13, 4]","3,2,19,13,4"
1819_2025-04-21 15:00:00,"[5, 18, 2, 8, 1]","5,18,2,8,1"
1819_2025-06-29 15:00:00,"[17, 15, 1, 9, 20]","17,15,1,9,20"
181_2023-03-29 15:00:00,"[7, 1, 18, 12, 2]","7,1,18,12,2"
181_2023-07-20 15:00:00,"[8, 11, 18, 5, 2]","8,11,18,5,2"
181_2023-09-25 15:00:00,"[3, 2, 19, 13, 4]","3,2,19,13,4"
181_2023-09-27 15:00:00,"[1, 14, 7, 12, 13]","1,14,7,12,13"
181_2023-10-30 15:00:00,"[14, 1, 11, 2, 18]","14,1,11,2,18"
181_2024-02-09 15:00:00,"[5, 18, 2, 8, 1]","5,18,2,8,1"
181_2024-05-09 15:00:00,"[18, 6, 15, 8, 5]","18,6,15,8,5"
181_2024-08-10 15:00:00,"[3, 2, 19, 13, 4]","3,2,19,13,4"
181_2024-11-09 15:00:00,"[17, 15, 1, 9, 20]","17,15,1,9,20"
181_2024-12-25 15:00:00,"[19, 3, 6, 12, 1]","19,3,6,12,1"
181_2025-05-17 15:00:00,"[20, 17, 6, 9, 3]","20,17,6,9,3"
181_2025-10-06 15:00:00,"[14, 1, 11, 2, 18]","14,1,11,2,18"
1820_2022-12-05 15:00:00,"[5, 18, 2, 8, 1]","5,18,2,8,1"
1820_2023-01-21 15:00:00,"[13, 10, 1, 4, 18]","13,10,1,4,18"
1820_2024-10-01 15:00:00,"[7, 1, 18, 12, 2]","7,1,18,12,2"
1820_2024-11-05 15:00:00,"[10, 13, 4, 11, 16]","10,13,4,11,16"
1820_2024-11-28 15:00:00,"[20, 17, 6, 9, 12]","20,17,6,9,12"
1820_2025-02-20 15:00:00,"[4, 13, 10, 12, 17]","4,13,10,12,17"
1820_2025-06-23 15:00:00,"[16, 1, 10, 15, 12]","16,1,10,15,12"
1820_2025-06-25 15:00:00,"[4, 13, 10, 12, 17]","4,13,10,12,17"
1820_2025-07-10 15:00:00,"[15, 18, 17, 6, 16]","15,18,17,6,16"
1821_2023-03-30 15:00:00,"[9, 17, 12, 13, 15]","9,17,12,13,15"
1821_2023-05-16 15:00:00,"[8, 11, 18, 5, 2]","8,11,18,5,2"
1821_2023-05-22 15:00:00,"[20, 17, 6, 9, 10]","20,17,6,9,10"
1821_2023-07-10 15:00:00,"[3, 2, 19, 13, 4]","3,2,19,13,4"
1821_2023-08-26 15:00:00,"[1, 14, 7, 12, 13]","1,14,7,12,13"
1821_2023-08-27 15:00:00,"[8, 11, 18, 5, 2]","8,11,18,5,2"
1821_2024-03-31 15:00:00,"[9, 17, 12, 13, 15]","9,17,12,13,15"
1821_2024-08-27 15:00:00,"[19, 3, 6, 12, 1]","19,3,6,12,1"
1821_2024-11-15 15:00:00,"[6, 18, 19, 15, 17]","6,18,19,15,17"
1821_2024-12-05 15:00:00,"[20, 17, 6, 9, 11]","20,17,6,9,11"
1821_2025-02-28 15:00:00,"[5, 18, 2, 8, 1]","5,18,2,8,1"
1821_2025-05-26 15:00:00,"[9, 17, 12, 13, 15]","9,17,12,13,15"
1821_2025-09-25 15:00:00,"[14, 1, 11, 2, 18]","14,1,11,2,18"
1821_2025-10-09 15:00:00,"[12, 1, 11, 7, 9]","12,1,11,7,9"
1822_2022-11-16 15:00:00,"[18, 6, 15, 8, 5]","18,6,15,8,5"
1822_2023-04-16 15:00:00,"[2, 3, 5, 8, 7]","2,3,5,8,7"
1822_2023-07-16 15:00:00,"[18, 6, 15, 8, 5]","18,6,15,8,5"
1822_2023-11-04 15:00:00,"[6, 18, 19, 15, 17]","6,18,19,15,17"
1822_2023-11-30 15:00:00,"[19, 3, 6, 12, 1]","19,3,6,12,1"
1822_2023-12-29 15:00:00,"[17, 15, 1, 9, 20]","17,15,1,9,20"
1822_2024-01-25 15:00:00,"[15, 18, 17, 6, 16]","15,18,17,6,16"
1822_2024-02-05 15:00:00,"[2, 3, 5, 8, 7]","2,3,5,8,7"
1822_2024-05-21 15:00:00,"[6, 18, 19, 15, 17]","6,18,19,15,17"
1822_2024-09-30 15:00:00,"[13, 10, 1, 4, 18]","13,10,1,4,18"
1822_2024-10-16 15:00:00,"[4, 13, 10, 12, 17]","4,13,10,12,17"
1822_2024-10-28 15:00:00,"[6, 18, 19, 15, 17]","6,18,19,15,17"
1822_2024-11-01 15:00:00,"[16, 1, 10, 15, 12]","16,1,10,15,12"
1822_2025-03-22 15:00:00,"[15, 18, 17, 6, 16]","15,18,17,6,16"
1823_2023-04-04 15:00:00,"[11, 8, 12, 10, 14]","11,8,12,10,14"
1823_2023-07-23 15:00:00,"[15, 18, 17, 6, 16]","15,18,17,6,16"
1823_2023-07-29 15:00:00,"[17, 15, 1, 9, 20]","17,15,1,9,20"
1823_2023-11-12 15:00:00,"[10, 13, 4, 11, 16]","10,13,4,11,16"
1823_2023-11-30 15:00:00,"[16, 1, 10, 15, 12]","16,1,10,15,12"
1823_2023-12-08 15:00:00,"[15, 18, 17, 6, 16]","15,18,17,6,16"
1823_2024-01-05 15:00:00,"[2, 3, 5, 8, 7]","2,3,5,8,7"
1823_2024-06-21 15:00:00,"[19, 3, 6, 12, 1]","19,3,6,12,1"
1823_2025-03-10 15:00:00,"[11, 8, 12, 10, 14]","11,8,12,10,14"
1823_2025-03-24 15:00:00,"[7, 1, 18, 12, 2]","7,1,18,12,2"
1823_2025-04-29 15:00:00,"[2, 3, 5, 8, 7]","2,3,5,8,7"
1823_2025-04-30 15:00:00,"[15, 18, 17, 6, 16]","15,18,17,6,16"
1823_2025-11-04 15:00:00,"[6, 18, 19, 15, 17]","6,18,19,15,17"
1824_2023-10-16 15:00:00,"[7, 1, 18, 12, 2]","7,1,18,12,2"
1824_2024-01-23 15:00:00,"[7, 1, 18, 12, 2]","7,1,18,12,2"
1824_2024-04-10 15:00:00,"[6, 18, 19, 15, 17]","6,18,19,15,17"
1824_2024-06-28 15:00:00,"[4, 13, 10, 12, 17]","4,13,10,12,17"
1824_2024-12-12 15:00:00,"[6, 18, 19, 15, 17]","6,18,19,15,17"
1824_2025-03-30 15:00:00,"[17, 15, 1, 9, 20]","17,15,1,9,20"
1824_2025-05-03 15:00:00,"[11, 8, 12, 10, 14]","11,8,12,10,14"
1824_2025-06-21 15:00:00,"[9, 17, 12, 13, 15]","9,17,12,13,15"
1825_2023-02-10 15:00:00,"[8, 11, 18, 5, 2]","8,11,18,5,2"
1825_2024-07-05 15:00:00,"[9, 17, 12, 13, 15]","9,17,12,13,15"
1825_2024-10-05 15:00:00,"[8, 11, 18, 5, 2]","8,11,18,5,2"
1825_2024-11-21 15:00:00,"[5, 18, 2, 8, 1]","5,18,2,8,1"
1825_2025-11-09 15:00:00,"[5, 18, 2, 8, 1]","5,18,2,8,1"
1826_2023-01-22 15:00:00,"[11, 8, 12, 10, 14]","11,8,12,10,14"
1826_2023-01-28 15:00:00,"[15, 18, 17, 6, 16]","15,18,17,6,16"
1826_2023-06-08 15:00:00,"[20, 17, 6, 9, 13]","20,17,6,9,13"
1826_2023-11-07 15:00:00,"[6, 18, 19, 15, 17]","6,18,19,15,17"
1826_2023-12-15 15:00:00,"[11, 8, 12, 10, 14]","11,8,12,10,14"
1826_2024-10-17 15:00:00,"[4, 13, 10, 12, 17]","4,13,10,12,17"
1826_2025-07-31 15:00:00,"[6, 18, 19, 15, 17]","6,18,19,15,17"
1827_2022-11-25 15:00:00,"[14, 1, 11, 2, 18]","14,1,11,2,18"
1827_2023-03-12 15:00:00,"[15, 18, 17, 6, 16]","15,18,17,6,16"
1827_2023-04-01 15:00:00,"[5, 18, 2, 8, 1]","5,18,2,8,1"
1827_2023-05-21 15:00:00,"[18, 6, 15, 8, 5]","18,6,15,8,5"
1827_2023-06-05 15:00:00,"[18, 6, 15, 8, 5]","18,6,15,8,5"
1827_2024-01-28 15:00:00,"[14, 1, 11, 2, 18]","14,1,11,2,18"
1827_2024-07-11 15:00:00,"[11, 8, 12, 10, 14]","11,8,12,10,14"
1827_2025-05-30 15:00:00,"[10, 13, 4, 11, 16]","10,13,4,11,16"
1828_2022-12-29 15:00:00,"[1, 14, 7, 12, 13]","1,14,7,12,13"
1828_2023-04-21 15:00:00,"[11, 8, 12, 10, 14]","11,8,12,10,14"
1828_2023-06-25 15:00:00,"[19, 3, 6, 12, 1]","19,3,6,12,1"
1828_2024-04-20 15:00:00,"[20, 17, 6, 9, 13]","20,17,6,9,13"
1828_2024-08-13 15:00:00,"[5, 18, 2, 8, 1]","5,18,2,8,1"
1828_2024-12-14 15:00:00,"[15, 18, 17, 6, 16]","15,18,17,6,16"
1828_2025-01-15 15:00:00,"[18, 6, 15, 8, 5]","18,6,15,8,5"
1828_2025-06-18 15:00:00,"[17, 15, 1, 9, 20]","17,15,1,9,20"
1829_2023-06-01 15:00:00,"[13, 10, 1, 4, 18]","13,10,1,4,18"
1829_2024-02-27 15:00:00,"[8, 11, 18, 5, 2]","8,11,18,5,2"
1829_2024-06-02 15:00:00,"[5, 18, 2, 8, 1]","5,18,2,8,1"
1829_2024-06-13 15:00:00,"[7, 1, 18, 12, 2]","7,1,18,12,2"
1829_2024-06-15 15:00:00,"[4, 13, 10, 12, 17]","4,13,10,12,17"
1829_2024-06-20 15:00:00,"[4, 13, 10, 12, 17]","4,13,10,12,17"
1829_2024-07-02 15:00:00,"[19, 3, 6, 12, 1]","19,3,6,12,1"
1829_2025-01-17 15:00:00,"[16, 1, 10, 15, 12]","16,1,10,15,12"
182_2022-11-28 15:00:00,"[19, 3, 6, 12, 1]","19,3,6,12,1"
182_2023-02-05 15:00:00,"[16, 1, 10, 15, 12]","16,1,10,15,12"
182_2023-03-04 15:00:00,"[13, 10, 1, 4, 18]","13,10,1,4,18"
182_2023-03-28 15:00:00,"[4, 13, 10, 12, 17]","4,13,10,12,17"
182_2023-04-06 15:00:00,"[1, 14, 7, 12, 13]","1,14,7,12,13"
182_2023-05-23 15:00:00,"[15, 18, 17, 6, 16]","15,18,17,6,16"
182_2023-07-13 15:00:00,"[8, 11, 18, 5, 2]","8,11,18,5,2"
182_2023-08-19 15:00:00,"[9, 17, 12, 13, 15]","9,17,12,13,15"
182_2024-08-28 15:00:00,"[20, 17, 6, 9, 3]","20,17,6,9,3"
182_2025-01-29 15:00:00,"[9, 17, 12, 13, 15]","9,17,12,13,15"
182_2025-03-16 15:00:00,"[7, 1, 18, 12, 2]","7,1,18,12,2"
182_2025-07-02 15:00:00,"[2, 3, 5, 8, 7]","2,3,5,8,7"
182_2025-07-28 15:00:00,"[4, 13, 10, 12, 17]","4,13,10,12,17"
182_2025-08-01 15:00:00,"[8, 11, 18, 5, 2]","8,11,18,5,2"
182_2025-09-02 15:00:00,"[10, 13, 4, 11, 16]","10,13,4,11,16"
182_2025-09-20 15:00:00,"[8, 11, 18, 5, 2]","8,11,18,5,2"
182_2025-10-16 15:00:00,"[7, 1, 18, 12, 2]","7,1,18,12,2"
1830_2023-03-07 15:00:00,"[12, 1, 11, 7, 9]","12,1,11,7,9"
1830_2023-10-28 15:00:00,"[2, 3, 5, 8, 7]","2,3,5,8,7"
1830_2023-11-16 15:00:00,"[7, 1, 18, 12, 2]","7,1,18,12,2"
1830_2023-12-09 15:00:00,"[16, 1, 10, 15, 12]","16,1,10,15,12"
1830_2024-02-10 15:00:00,"[3, 4, 2, 19, 13]","3,4,2,19,13"
1830_2024-05-04 15:00:00,"[16, 1, 10, 15, 12]","16,1,10,15,12"
1830_2024-11-10 15:00:00,"[6, 18, 19, 15, 17]","6,18,19,15,17"
1830_2025-04-28 15:00:00,"[12, 1, 11, 7, 9]","12,1,11,7,9"
1830_2025-07-21 15:00:00,"[15, 18, 17, 6, 16]","15,18,17,6,16"
1830_2025-11-04 15:00:00,"[16, 1, 10, 15, 12]","16,1,10,15,12"
1831_2023-01-30 15:00:00,"[14, 1, 11, 2, 18]","14,1,11,2,18"
1831_2023-05-11 15:00:00,"[12, 1, 11, 7, 9]","12,1,11,7,9"
1831_2023-07-09 15:00:00,"[4, 13, 10, 12, 17]","4,13,10,12,17"
1831_2023-07-27 15:00:00,"[1, 14, 7, 12, 13]","1,14,7,12,13"
1831_2023-12-15 15:00:00,"[2, 3, 5, 8, 7]","2,3,5,8,7"
1831_2024-01-26 15:00:00,"[18, 6, 15, 8, 5]","18,6,15,8,5"
1831_2024-04-01 15:00:00,"[11, 8, 12, 10, 14]","11,8,12,10,14"
1831_2024-10-26 15:00:00,"[18, 6, 15, 8, 5]","18,6,15,8,5"
1831_2024-11-18 15:00:00,"[6, 18, 19, 15, 17]","6,18,19,15,17"
1831_2025-02-23 15:00:00,"[5, 18, 2, 8, 1]","5,18,2,8,1"
1831_2025-06-21 15:00:00,"[14, 1, 11, 2, 18]","14,1,11,2,18"
1832_2022-12-03 15:00:00,"[12, 1, 11, 7, 9]","12,1,11,7,9"
1832_2023-03-30 15:00:00,"[6, 18, 19, 15, 17]","6,18,19,15,17"
1832_2023-06-29 15:00:00,"[6, 18, 19, 15, 17]","6,18,19,15,17"
1832_2023-12-25 15:00:00,"[12, 1, 11, 7, 9]","12,1,11,7,9"
1832_2024-04-12 15:00:00,"[19, 3, 6, 12, 1]","19,3,6,12,1"
1832_2025-05-19 15:00:00,"[18, 6, 15, 8, 5]","18,6,15,8,5"
1832_2025-06-29 15:00:00,"[19, 3, 6, 12, 1]","19,3,6,12,1"
1832_2025-09-20 15:00:00,"[9, 17, 12, 13, 15]","9,17,12,13,15"
1833_2022-12-15 15:00:00,"[5, 18, 2, 8, 1]","5,18,2,8,1"
1833_2023-02-13 15:00:00,"[2, 3, 5, 8, 7]","2,3,5,8,7"
1833_2023-04-10 15:00:00,"[13, 10, 1, 4, 18]","13,10,1,4,18"
1833_2023-12-21 15:00:00,"[16, 1, 10, 15, 12]","16,1,10,15,12"
1833_2024-05-18 15:00:00,"[11, 8, 12, 10, 14]","11,8,12,10,14"
1833_2024-09-03 15:00:00,"[18, 6, 15, 8, 5]","18,6,15,8,5"
1833_2024-12-12 15:00:00,"[2, 3, 5, 8, 7]","2,3,5,8,7"
1833_2025-08-01 15:00:00,"[19, 3, 6, 12, 1]","19,3,6,12,1"
1834_2022-12-26 15:00:00,"[13, 10, 1, 4, 18]","13,10,1,4,18"
1834_2023-02-02 15:00:00,"[7, 1, 18, 12, 2]","7,1,18,12,2"
1834_2023-05-30 15:00:00,"[4, 13, 10, 12, 17]","4,13,10,12,17"
1834_2023-06-04 15:00:00,"[20, 17, 6, 9, 5]","20,17,6,9,5"
1834_2023-06-15 15:00:00,"[16, 1, 10, 15, 12]","16,1,10,15,12"
1834_2023-07-29 15:00:00,"[17, 15, 1, 9, 20]","17,15,1,9,20"
1834_2024-03-22 15:00:00,"[14, 1, 11, 2, 18]","14,1,11,2,18"
1834_2024-08-20 15:00:00,"[18, 6, 15, 8, 5]","18,6,15,8,5"
1834_2025-02-16 15:00:00,"[17, 15, 1, 9, 20]","17,15,1,9,20"
1834_2025-11-04 15:00:00,"[19, 3, 6, 12, 1]","19,3,6,12,1"
1835_2023-03-09 15:00:00,"[2, 3, 5, 8, 7]","2,3,5,8,7"
1835_2023-08-06 15:00:00,"[3, 2, 19, 13, 4]","3,2,19,13,4"
1835_2023-12-10 15:00:00,"[7, 1, 18, 12, 2]","7,1,18,12,2"
1835_2024-02-10 15:00:00,"[1, 14, 7, 12, 13]","1,14,7,12,13"
1835_2024-04-06 15:00:00,"[15, 18, 17, 6, 16]","15,18,17,6,16"
1835_2024-07-25 15:00:00,"[12, 1, 11, 7, 9]","12,1,11,7,9"
1835_2025-01-10 15:00:00,"[19, 3, 6, 12, 1]","19,3,6,12,1"
1835_2025-08-29 15:00:00,"[15, 18, 17, 6, 16]","15,18,17,6,16"
1836_2023-09-06 15:00:00,"[15, 18, 17, 6, 16]","15,18,17,6,16"
1836_2024-02-14 15:00:00,"[1, 14, 7, 12, 13]","1,14,7,12,13"
1836_2024-04-19 15:00:00,"[8, 11, 18, 5, 2]","8,11,18,5,2"
1836_2024-10-13 15:00:00,"[7, 1, 18, 12, 2]","7,1,18,12,2"
1836_2025-01-27 15:00:00,"[12, 1, 11, 7, 9]","12,1,11,7,9"
1836_2025-02-25 15:00:00,"[11, 8, 12, 10, 14]","11,8,12,10,14"
1837_2022-12-04 15:00:00,"[8, 11, 18, 5, 2]","8,11,18,5,2"
1837_2023-01-17 15:00:00,"[12, 1, 11, 7, 9]","12,1,11,7,9"
1837_2023-02-13 15:00:00,"[16, 1, 10, 15, 12]","16,1,10,15,12"
1837_2023-02-25 15:00:00,"[13, 10, 1, 4, 18]","13,10,1,4,18"
